date,ADM_PRICE,BG_PRICE,SOY_PRICE,ADM_IDX,BG_IDX,SOY_IDX,Brazil_Temp,Brazil_Precip,USA_Temp,USA_Precip,enso_proxy,enso_phase,la_nina_index,SWI_Brazil,SWI_US
2011-05-31,21.876,51.861,1376.000,283.787,459.872,289.989,25.000,2.000,17.200,153.000,-0.088,Neutral,0.088,94.809,100.784
2011-06-30,20.350,48.030,1306.250,263.998,425.899,275.290,24.200,22.000,22.600,261.000,0.289,Neutral,0.000,101.053,93.305
2011-07-31,20.506,47.932,1354.250,266.012,425.035,285.406,24.400,2.000,27.600,37.000,0.364,Neutral,0.000,102.762,106.462
2011-08-31,19.333,45.260,1449.000,250.794,401.338,305.374,26.200,14.000,24.600,81.000,0.268,Neutral,0.000,102.876,112.070
2011-09-30,16.841,40.770,1179.000,218.476,361.521,248.472,29.100,3.000,17.800,18.000,0.599,El Niño-like,0.000,106.079,118.701
2011-10-31,19.645,43.204,1207.500,254.845,383.104,254.478,28.700,126.000,13.600,31.000,0.470,Neutral,0.000,106.206,107.041
2011-11-30,20.567,43.888,1131.250,266.804,389.175,238.409,28.700,120.000,5.900,71.000,0.722,El Niño-like,0.000,114.386,100.702
2011-12-31,19.529,40.167,1198.500,253.340,356.173,252.582,27.600,148.000,0.500,64.000,0.503,El Niño-like,0.000,115.192,99.497
2012-01-31,19.549,40.216,1199.000,253.605,356.609,252.687,26.600,292.000,-0.800,11.000,0.195,Neutral,0.000,106.272,99.761
2012-02-29,21.425,47.454,1313.500,277.943,420.790,276.818,26.700,285.000,0.300,45.000,-0.279,Neutral,0.279,93.227,101.611
2012-03-31,21.741,48.243,1403.000,282.041,427.791,295.680,26.700,245.000,13.200,44.000,-0.505,La Niña-like,0.505,86.608,106.738
2012-04-30,21.171,45.466,1503.000,274.647,403.164,316.754,27.600,69.000,13.400,150.000,0.129,Neutral,0.000,95.992,104.859
2012-05-31,22.009,42.113,1340.000,285.512,373.434,282.403,25.200,292.000,20.300,80.000,-0.356,Neutral,0.356,96.283,112.593
2012-06-30,20.380,44.406,1512.750,264.377,393.769,318.809,24.200,33.000,24.300,55.000,-0.311,Neutral,0.311,97.550,117.859
2012-07-31,18.012,46.551,1721.000,233.658,412.786,362.698,23.500,0.000,29.100,32.000,-0.633,La Niña-like,0.633,94.666,137.773
2012-08-31,18.593,45.238,1764.500,241.197,401.143,371.865,25.800,0.000,24.200,59.000,0.114,Neutral,0.000,99.190,134.805
2012-09-30,18.892,47.655,1601.000,245.074,422.571,337.408,28.600,40.000,19.100,25.000,0.299,Neutral,0.000,101.512,127.426
2012-10-31,18.655,50.483,1547.000,242.008,447.655,326.027,29.400,26.000,11.500,85.000,0.741,El Niño-like,0.000,111.512,105.524
2012-11-30,18.688,52.196,1438.750,242.425,462.838,303.214,26.700,162.000,6.400,34.000,0.442,Neutral,0.000,107.033,100.729
2012-12-31,19.170,51.860,1418.750,248.690,459.865,298.999,26.100,222.000,-0.600,49.000,-0.097,Neutral,0.097,93.016,98.816
2013-01-31,19.968,56.833,1468.500,259.041,503.960,309.484,26.300,194.000,-3.100,28.000,-0.698,La Niña-like,0.698,79.572,102.204
2013-02-28,22.435,53.068,1474.250,291.037,470.574,310.695,26.100,269.000,-1.900,44.000,-0.833,La Niña-like,0.833,74.228,102.684
2013-03-31,23.752,52.867,1404.750,308.120,468.796,296.048,27.500,317.000,0.800,43.000,-0.504,La Niña-like,0.504,84.894,102.357
2013-04-30,23.899,51.707,1467.750,310.038,458.510,309.326,26.700,79.000,9.200,166.000,-0.209,Neutral,0.209,89.719,98.123
2013-05-31,22.823,50.025,1510.000,296.072,443.588,318.230,25.600,20.000,16.600,185.000,0.334,Neutral,0.000,100.459,93.303
2013-06-30,24.013,50.866,1564.500,311.505,451.045,329.715,26.100,47.000,22.500,82.000,0.543,El Niño-like,0.000,103.825,94.675
2013-07-31,25.825,54.632,1374.000,335.022,484.442,289.568,24.000,11.000,24.500,26.000,0.394,Neutral,0.000,104.088,102.230
2013-08-31,25.063,54.682,1424.000,325.136,484.883,300.105,24.200,0.000,25.200,25.000,0.062,Neutral,0.000,101.976,117.212
2013-09-30,26.224,54.775,1282.750,340.188,485.715,270.337,28.400,46.000,21.900,60.000,0.014,Neutral,0.000,101.085,120.387
2013-10-31,29.114,59.264,1280.250,377.678,525.514,269.810,28.300,139.000,12.200,100.000,-0.087,Neutral,0.087,99.161,115.176
2013-11-30,28.784,58.025,1336.500,373.401,514.526,281.665,28.100,176.000,3.100,34.000,0.099,Neutral,0.000,101.620,103.984
2013-12-31,31.036,59.466,1312.500,402.623,527.306,276.607,27.400,227.000,-6.000,21.000,-0.068,Neutral,0.068,98.182,98.908
2014-01-31,28.233,54.867,1282.750,366.257,486.526,270.337,26.500,325.000,-7.700,13.000,-0.366,Neutral,0.366,87.987,100.045
2014-02-28,29.206,57.884,1414.250,378.878,513.279,298.051,26.400,267.000,-7.500,47.000,-0.661,La Niña-like,0.661,79.647,99.322
2014-03-31,31.213,57.811,1464.000,404.914,512.634,308.535,27.100,260.000,1.500,16.000,-0.619,La Niña-like,0.619,80.845,101.148
2014-04-30,31.458,57.913,1530.750,408.087,513.537,322.603,27.100,121.000,10.800,122.000,-0.122,Neutral,0.122,92.592,100.100
2014-05-31,32.503,56.722,1493.250,421.643,502.973,314.700,25.200,143.000,17.900,86.000,-0.109,Neutral,0.109,97.710,104.812
2014-06-30,31.902,55.211,1400.500,413.856,489.575,295.153,24.600,9.000,22.900,190.000,0.089,Neutral,0.000,100.205,101.870
2014-07-31,33.559,57.546,1224.500,435.342,510.287,258.061,23.300,49.000,22.700,60.000,-0.442,Neutral,0.442,97.017,100.083
2014-08-31,36.236,62.045,1089.500,470.071,550.175,229.610,26.400,0.000,24.100,289.000,-0.042,Neutral,0.042,99.130,86.321
2014-09-30,37.137,61.737,913.250,481.761,547.445,192.466,29.500,47.000,18.700,108.000,0.020,Neutral,0.000,99.965,86.043
2014-10-31,34.157,64.977,1046.500,443.107,576.173,220.548,29.400,50.000,12.800,96.000,0.831,El Niño-like,0.000,110.781,86.789
2014-11-30,38.463,66.786,1016.000,498.960,592.220,214.120,28.500,231.000,0.900,15.000,0.677,El Niño-like,0.000,112.007,95.460
2014-12-31,37.966,66.889,1019.250,492.520,593.134,214.805,27.400,156.000,-0.100,26.000,0.520,El Niño-like,0.000,112.826,97.489
2015-01-31,34.045,65.874,961.000,441.658,584.130,202.529,27.600,271.000,-3.100,34.000,0.144,Neutral,0.000,106.309,98.470
2015-02-28,35.168,60.396,1030.750,456.220,535.556,217.229,27.300,329.000,-7.800,17.000,0.074,Neutral,0.000,103.618,98.982
2015-03-31,34.815,60.824,973.250,451.646,539.354,205.111,27.200,320.000,6.100,13.000,-0.137,Neutral,0.137,98.977,101.092
2015-04-30,35.902,63.786,978.500,465.748,565.615,206.217,27.100,104.000,12.800,64.000,0.008,Neutral,0.000,98.330,104.256
2015-05-31,39.024,68.613,934.000,506.244,608.419,196.839,26.300,35.000,17.700,110.000,0.342,Neutral,0.000,100.982,106.550
2015-06-30,35.605,65.085,1056.250,461.894,577.131,222.603,25.000,2.000,22.800,213.000,0.748,El Niño-like,0.000,105.573,100.214
2015-07-31,35.015,59.191,980.750,454.230,524.873,206.691,24.500,23.000,24.500,182.000,0.579,El Niño-like,0.000,105.679,88.921
2015-08-31,33.419,53.975,897.500,433.525,478.615,189.146,27.600,0.000,22.800,108.000,0.636,El Niño-like,0.000,106.454,83.538
2015-09-30,30.789,54.608,892.000,399.414,484.230,187.987,29.800,25.000,22.200,133.000,0.726,El Niño-like,0.000,107.889,87.779
2015-10-31,33.916,54.355,883.750,439.982,481.984,186.249,29.800,28.000,13.500,36.000,1.266,El Niño-like,0.000,117.913,96.439
2015-11-30,27.307,49.895,881.000,354.246,442.441,185.669,28.700,113.000,7.600,86.000,1.243,El Niño-like,0.000,125.258,98.076
2015-12-31,27.449,51.146,871.250,356.090,453.533,183.614,28.100,132.000,2.400,138.000,1.186,El Niño-like,0.000,131.824,94.489
2016-01-31,26.454,46.450,882.250,343.179,411.886,185.933,27.000,257.000,-4.500,17.000,0.552,El Niño-like,0.000,119.484,94.165
2016-02-29,26.401,37.542,853.000,342.489,332.900,179.768,28.100,214.000,0.100,28.000,0.648,El Niño-like,0.000,120.814,96.002
2016-03-31,27.421,42.790,910.750,355.715,379.434,191.939,28.500,178.000,8.200,50.000,0.802,El Niño-like,0.000,116.900,99.685
2016-04-30,30.162,47.192,1021.000,391.276,418.468,215.174,27.100,110.000,12.300,86.000,1.048,El Niño-like,0.000,120.754,99.825
2016-05-31,32.559,50.960,1078.500,422.368,451.884,227.292,25.500,2.000,17.200,105.000,0.869,El Niño-like,0.000,111.942,100.360
2016-06-30,32.650,44.943,1175.000,423.553,398.523,247.629,23.000,7.000,25.200,37.000,0.366,Neutral,0.000,105.637,112.255
2016-07-31,34.317,50.026,1032.500,445.180,443.597,217.597,23.900,0.000,24.900,177.000,0.314,Neutral,0.000,104.153,105.853
2016-08-31,33.540,48.870,960.000,435.107,433.348,202.318,26.400,45.000,24.500,143.000,-0.058,Neutral,0.058,100.749,106.729
2016-09-30,32.322,45.298,954.000,419.297,401.678,201.054,27.100,41.000,21.900,140.000,-0.059,Neutral,0.059,99.839,95.317
2016-10-31,33.395,47.424,1002.250,433.217,420.531,211.222,28.000,258.000,15.400,23.000,-0.676,La Niña-like,0.676,89.659,106.976
2016-11-30,33.374,52.544,1032.250,432.949,465.927,217.545,26.300,271.000,9.400,35.000,-1.067,La Niña-like,1.067,76.414,109.821
2016-12-31,35.242,55.591,996.500,457.186,492.949,210.011,26.300,255.000,-2.500,36.000,-1.428,La Niña-like,1.428,61.828,111.474
2017-01-31,34.169,53.260,1024.500,443.265,472.273,215.911,27.200,209.000,-2.200,44.000,-0.844,La Niña-like,0.844,72.141,107.018
2017-02-28,36.524,63.375,1025.000,473.815,561.973,216.017,26.100,278.000,4.100,20.000,-0.674,La Niña-like,0.674,76.876,106.292
2017-03-31,35.801,61.370,946.000,464.434,544.191,199.368,26.600,227.000,5.400,88.000,-0.332,Neutral,0.332,90.511,103.847
2017-04-30,35.576,61.192,945.250,461.508,542.612,199.210,26.400,131.000,13.000,106.000,-0.431,Neutral,0.431,88.473,105.311
2017-05-31,32.580,62.293,916.000,422.652,552.380,193.045,26.500,56.000,17.200,123.000,0.185,Neutral,0.000,99.364,102.531
2017-06-30,32.424,58.110,942.250,420.619,515.287,198.577,24.100,0.000,23.900,59.000,0.406,Neutral,0.000,102.295,109.624
2017-07-31,33.051,61.063,994.500,428.751,541.466,209.589,24.600,0.500,26.500,36.000,0.645,El Niño-like,0.000,105.287,117.021
2017-08-31,32.626,58.490,936.250,423.238,518.652,197.313,27.300,31.000,22.400,89.000,0.471,Neutral,0.000,104.894,112.897
2017-09-30,33.565,54.438,968.250,435.427,482.723,204.057,29.100,37.000,21.600,72.000,0.539,El Niño-like,0.000,106.064,108.590
2017-10-31,32.270,53.905,973.750,418.629,477.997,205.216,28.500,123.000,13.200,114.000,0.340,Neutral,0.000,104.893,98.218
2017-11-30,31.744,52.810,985.750,411.800,468.283,207.745,28.700,237.000,4.700,7.000,0.304,Neutral,0.000,105.784,102.863
2017-12-31,31.903,52.944,951.750,413.865,469.473,200.580,27.600,309.000,-2.800,11.000,-0.105,Neutral,0.105,96.895,100.942
2018-01-31,34.188,62.691,995.750,443.501,555.907,209.852,27.400,384.000,-5.100,26.000,-0.401,Neutral,0.401,87.216,102.239
2018-02-28,33.308,59.901,1045.000,432.085,531.167,220.232,27.300,463.000,-3.800,45.000,-0.733,La Niña-like,0.733,77.507,101.541
2018-03-31,34.792,58.718,1044.750,451.337,520.675,220.179,27.700,182.000,3.700,60.000,-0.273,Neutral,0.273,86.458,100.867
2018-04-30,36.404,57.360,1037.750,472.255,508.633,218.704,26.900,135.000,6.900,43.000,0.058,Neutral,0.000,95.516,99.713
2018-05-31,35.339,55.593,1018.500,458.438,492.969,214.647,25.500,32.000,21.700,140.000,0.490,Neutral,0.000,104.686,105.267
2018-06-30,37.045,55.721,858.500,480.563,494.103,180.927,22.700,0.500,24.500,239.000,0.170,Neutral,0.000,102.047,106.067
2018-07-31,39.009,55.258,903.750,506.043,489.992,190.464,23.700,1.000,24.900,10.000,0.185,Neutral,0.000,102.335,114.367
2018-08-31,41.014,52.351,833.000,532.052,464.214,175.553,25.300,10.000,24.100,100.000,-0.011,Neutral,0.011,100.520,110.968
2018-09-30,40.908,55.356,845.500,530.680,490.861,178.188,28.200,66.000,19.700,212.000,0.027,Neutral,0.000,100.378,104.249
2018-10-31,38.450,49.789,839.000,498.799,441.496,176.818,28.600,141.000,10.400,80.000,-0.066,Neutral,0.066,99.369,95.278
2018-11-30,37.726,46.371,894.750,489.405,411.189,188.567,27.900,447.000,0.200,40.000,-0.593,La Niña-like,0.593,85.293,92.731
2018-12-31,33.586,43.421,882.500,435.700,385.035,185.985,28.100,255.000,-0.600,74.000,-0.531,La Niña-like,0.531,85.566,98.882
2019-01-31,36.808,44.746,915.250,477.494,396.779,192.887,26.600,148.000,-6.100,39.000,-0.439,Neutral,0.439,87.525,99.489
2019-02-28,35.132,43.540,897.500,455.747,386.090,189.146,26.900,213.000,-7.500,58.000,0.154,Neutral,0.000,103.002,96.910
2019-03-31,35.652,43.532,884.250,462.503,386.017,186.354,27.100,171.000,1.400,63.000,0.267,Neutral,0.000,105.115,94.867
2019-04-30,36.867,42.991,841.250,478.267,381.216,177.292,26.000,272.000,11.400,57.000,-0.302,Neutral,0.302,100.500,98.119
2019-05-31,31.951,43.299,877.750,414.488,383.946,184.984,25.200,88.000,15.300,206.000,-0.389,Neutral,0.389,98.370,95.105
2019-06-30,34.019,46.131,899.750,441.313,409.058,189.621,25.200,0.000,22.200,117.000,-0.242,Neutral,0.242,97.236,96.942
2019-07-31,34.252,48.383,864.000,444.342,429.030,182.086,23.800,0.000,25.400,142.000,0.353,Neutral,0.000,101.304,92.292
2019-08-31,32.025,44.633,857.000,415.447,395.776,180.611,26.400,0.000,22.900,157.000,0.595,El Niño-like,0.000,104.149,91.453
2019-09-30,34.567,47.315,906.000,448.421,419.563,190.938,30.600,14.000,22.000,125.000,0.790,El Niño-like,0.000,108.306,91.483
2019-10-31,35.383,45.126,916.750,459.012,400.148,193.203,29.600,86.000,9.000,188.000,1.023,El Niño-like,0.000,114.315,86.323
2019-11-30,36.428,45.014,876.750,472.569,399.153,184.773,28.700,116.000,1.800,39.000,1.159,El Niño-like,0.000,122.266,90.410
2019-12-31,39.330,48.530,943.000,510.216,430.335,198.736,28.500,133.000,0.200,28.000,1.056,El Niño-like,0.000,130.343,89.499
2020-01-31,37.981,44.213,872.500,492.714,392.050,183.878,29.200,155.000,-3.900,41.000,1.432,El Niño-like,0.000,140.000,93.429
2020-02-29,32.199,39.955,883.500,417.708,354.292,186.196,27.700,356.000,-2.300,5.000,1.156,El Niño-like,0.000,140.000,95.275
2020-03-31,30.087,34.917,886.000,390.305,309.619,186.723,28.700,85.000,6.600,90.000,1.454,El Niño-like,0.000,137.736,93.321
2020-04-30,31.763,33.759,850.250,412.050,299.356,179.189,27.400,75.000,10.000,45.000,1.068,El Niño-like,0.000,117.331,96.371
2020-05-31,33.960,33.691,840.750,440.555,298.747,177.187,26.000,68.000,15.600,142.000,1.168,El Niño-like,0.000,116.768,92.423
2020-06-30,34.470,35.512,884.250,447.167,314.902,186.354,25.200,0.000,24.000,149.000,0.777,El Niño-like,0.000,108.906,97.648
2020-07-31,37.001,37.507,897.500,480.004,332.588,189.146,25.400,0.000,25.800,51.000,0.809,El Niño-like,0.000,108.634,103.869
2020-08-31,38.985,39.818,951.250,505.735,353.077,200.474,28.100,0.000,23.900,35.000,1.085,El Niño-like,0.000,109.874,112.575
2020-09-30,40.492,39.887,1023.500,525.283,353.697,215.701,30.300,7.000,18.000,101.000,1.270,El Niño-like,0.000,113.060,105.508
2020-10-31,40.274,49.514,1056.500,522.458,439.064,222.655,30.700,165.000,9.200,102.000,1.180,El Niño-like,0.000,116.199,94.630
2020-11-30,43.662,51.827,1168.500,566.408,459.567,246.259,29.600,95.000,6.700,63.000,1.315,El Niño-like,0.000,128.034,88.663
2020-12-31,44.223,57.714,1315.250,573.691,511.775,277.187,29.100,103.000,-1.400,50.000,1.436,El Niño-like,0.000,140.000,90.718
2021-01-31,43.872,57.591,1370.000,569.139,510.682,288.725,27.300,155.000,-3.000,34.000,1.405,El Niño-like,0.000,140.000,93.165
2021-02-28,49.983,67.840,1405.250,648.410,601.564,296.154,27.000,173.700,-9.300,18.000,0.981,El Niño-like,0.000,134.951,92.393
2021-03-31,50.354,70.223,1436.750,653.223,622.694,302.792,26.200,154.100,7.200,66.000,0.367,Neutral,0.000,115.009,94.968
2021-04-30,55.769,74.785,1571.000,723.474,663.150,331.085,26.400,40.500,11.600,33.000,0.379,Neutral,0.000,107.386,99.820
2021-05-31,59.096,77.343,1530.500,766.631,685.832,322.550,25.100,19.500,16.000,72.000,0.371,Neutral,0.000,103.609,103.380
2021-06-30,53.829,69.620,1450.000,698.300,617.344,305.585,24.500,1.800,24.400,69.000,0.568,El Niño-like,0.000,105.036,111.115
2021-07-31,53.047,69.156,1414.750,688.159,613.236,298.156,24.000,0.000,24.700,149.000,0.454,Neutral,0.000,104.592,103.774
2021-08-31,53.612,67.898,1298.750,695.491,602.080,273.709,28.500,0.000,24.700,54.000,0.806,El Niño-like,0.000,107.079,109.006
2021-09-30,53.621,72.929,1256.000,695.607,646.693,264.700,31.800,19.000,21.300,21.000,1.244,El Niño-like,0.000,112.246,104.860
2021-10-31,57.401,83.081,1235.750,744.639,736.715,260.432,30.000,85.800,14.000,160.000,1.514,El Niño-like,0.000,119.853,106.422
2021-11-30,55.896,78.066,1217.250,725.116,692.240,256.533,27.700,247.800,5.500,39.000,0.865,El Niño-like,0.000,113.626,99.513
2021-12-31,60.730,84.189,1328.750,787.825,746.535,280.032,28.000,260.000,1.600,20.000,0.242,Neutral,0.000,106.899,97.094
2022-01-31,67.388,89.148,1490.500,874.195,790.514,314.120,27.800,270.500,-7.700,37.000,-0.069,Neutral,0.069,100.647,98.876
2022-02-28,70.862,94.773,1644.250,919.265,840.389,346.523,27.200,239.100,-4.300,6.000,0.189,Neutral,0.000,105.695,100.065
2022-03-31,81.530,100.448,1618.250,1057.653,890.708,341.043,26.200,204.700,3.900,88.000,0.068,Neutral,0.000,104.015,97.528
2022-04-30,80.898,102.542,1708.250,1049.450,909.276,360.011,27.100,13.400,8.400,93.000,0.424,Neutral,0.000,104.190,97.245
2022-05-31,82.414,107.741,1683.250,1069.120,955.380,354.742,24.500,7.000,17.700,76.000,0.392,Neutral,0.000,102.559,100.044
2022-06-30,70.417,82.581,1675.000,913.496,732.281,353.003,24.100,9.700,23.600,79.000,0.592,El Niño-like,0.000,105.306,106.166
2022-07-31,75.109,84.075,1637.000,974.356,745.523,344.995,27.000,0.000,25.200,57.000,0.753,El Niño-like,0.000,106.659,111.796
2022-08-31,80.127,90.870,1507.500,1039.456,805.784,317.703,26.700,31.000,24.500,103.000,0.713,El Niño-like,0.000,106.996,110.962
2022-09-30,73.344,75.660,1364.750,951.464,670.904,287.619,29.000,24.800,19.900,89.000,0.879,El Niño-like,0.000,109.027,105.246
2022-10-31,88.414,90.440,1407.000,1146.961,801.965,296.523,28.400,83.700,12.000,26.000,0.405,Neutral,0.000,107.630,102.205
2022-11-30,89.267,96.674,1469.500,1158.024,857.244,309.694,27.800,73.600,3.900,75.000,0.618,El Niño-like,0.000,113.019,97.765
2022-12-31,85.010,91.999,1519.250,1102.795,815.788,320.179,28.100,212.300,-4.200,51.000,0.497,Neutral,0.000,114.045,96.854
2023-01-31,75.854,91.381,1538.000,984.024,810.309,324.131,27.100,201.300,-3.100,42.000,0.438,Neutral,0.000,114.301,94.669
2023-02-28,73.277,88.615,1490.500,950.598,785.787,314.120,27.300,183.700,-0.600,51.000,0.426,Neutral,0.000,113.708,95.479
2023-03-31,73.333,88.634,1505.500,951.315,785.951,317.281,27.300,291.900,3.100,34.000,0.235,Neutral,0.000,108.816,97.141
2023-04-30,71.878,86.852,1444.250,932.446,770.153,304.373,27.000,200.500,11.300,65.000,0.047,Neutral,0.000,105.181,100.286
2023-05-31,65.425,86.565,1299.750,848.737,767.603,273.920,26.400,7.100,18.800,85.000,0.227,Neutral,0.000,101.475,106.213
2023-06-30,69.972,88.163,1557.250,907.722,781.772,328.188,23.900,11.700,23.100,81.000,0.332,Neutral,0.000,102.672,109.971
2023-07-31,78.677,101.543,1445.750,1020.647,900.426,304.689,26.600,0.300,24.200,59.000,0.986,El Niño-like,0.000,107.508,108.458
2023-08-31,73.827,107.463,1360.000,957.725,952.919,286.617,30.200,3.300,24.400,61.000,1.282,El Niño-like,0.000,110.747,107.600
2023-09-30,70.215,101.757,1275.000,910.866,902.323,268.704,31.400,38.000,21.400,62.000,1.738,El Niño-like,0.000,116.840,104.911
2023-10-31,66.630,99.624,1287.000,864.368,883.401,271.233,32.000,23.600,13.000,48.000,2.143,El Niño-like,0.000,131.274,102.721
2023-11-30,69.067,103.925,1342.750,895.975,921.547,282.982,31.700,49.200,6.200,7.000,2.549,El Niño-like,0.000,140.000,96.579
2023-12-31,67.652,95.488,1293.500,877.626,846.730,272.603,30.200,99.100,3.000,39.000,2.948,El Niño-like,0.000,140.000,92.256
2024-01-31,52.065,83.324,1222.250,675.414,738.865,257.587,29.100,125.100,-5.400,49.000,2.753,El Niño-like,0.000,140.000,87.749
2024-02-29,50.221,89.930,1128.250,651.502,797.445,237.777,28.800,167.300,4.500,11.000,2.395,El Niño-like,0.000,140.000,88.648
2024-03-31,59.394,97.697,1191.500,770.493,866.315,251.106,28.500,214.400,7.200,61.000,1.866,El Niño-like,0.000,140.000,89.774
2024-04-30,55.470,96.972,1145.500,719.584,859.892,241.412,28.900,147.100,12.900,65.000,1.492,El Niño-like,0.000,133.787,96.663
2024-05-31,59.527,103.201,1205.000,772.215,915.127,253.952,25.900,7.600,18.700,154.000,1.057,El Niño-like,0.000,115.155,97.683
2024-06-30,57.630,102.415,1150.500,747.604,908.153,242.466,27.800,0.000,24.300,105.000,1.361,El Niño-like,0.000,113.319,104.457
2024-07-31,59.117,100.938,1028.500,766.897,895.054,216.754,24.800,0.000,24.200,228.000,1.241,El Niño-like,0.000,112.302,89.754
2024-08-31,58.641,97.935,982.000,760.728,868.426,206.955,28.300,0.500,23.900,74.000,1.384,El Niño-like,0.000,113.563,91.190
2024-09-30,57.439,93.356,1057.000,745.137,827.823,222.761,32.000,2.000,21.600,15.000,1.435,El Niño-like,0.000,116.081,90.705
2024-10-31,53.084,81.165,982.500,688.634,719.719,207.060,31.300,106.300,15.600,53.000,1.734,El Niño-like,0.000,124.601,105.579
2024-11-30,52.992,87.346,989.500,687.448,774.530,208.535,28.300,170.500,5.900,71.000,1.409,El Niño-like,0.000,125.508,101.975
2024-12-31,49.032,75.686,998.250,636.078,671.133,210.379,28.200,215.000,-0.600,42.000,0.835,El Niño-like,0.000,122.989,96.921
2025-01-31,49.722,74.099,1042.000,645.017,657.065,219.600,27.600,233.600,-5.600,5.000,0.403,Neutral,0.000,115.720,97.073
2025-02-28,46.323,72.914,1011.500,600.925,646.557,213.172,27.400,205.700,-4.700,10.000,0.492,Neutral,0.000,116.311,99.268
2025-03-31,47.118,75.106,1014.750,611.238,665.992,213.857,27.700,161.000,7.900,64.000,0.651,El Niño-like,0.000,115.402,100.210
2025-04-30,46.862,77.366,1034.750,607.927,686.036,218.072,26.800,188.000,11.700,82.000,0.414,Neutral,0.000,110.924,100.294
2025-05-31,47.859,77.471,1041.750,620.860,686.966,219.547,26.500,36.300,16.500,138.000,0.532,El Niño-like,0.000,107.413,98.660
2025-06-30,52.331,79.583,1024.250,678.869,705.689,215.859,25.300,17.200,23.400,112.000,0.432,Neutral,0.000,104.455,101.694
